--------- beginning of main
99517165,TOUCH_RAW,DOWN,0,1,680.27,1331.10,0.62988,0.62936,1.0000,0.0255,-1
99517172,TOUCH_RAW,MOVE,0,1,680.27,1331.10,0.62988,0.62936,1.0000,0.0314,-1
99517172,TOUCH_RAW,PTR_DOWN,0,2,680.27,1331.10,0.62988,0.62936,1.0000,0.0314,-1
99517172,TOUCH_RAW,PTR_DOWN,1,2,723.25,1026.04,0.66968,0.48512,1.0000,0.0176,-1
99517172,TOUCH_RAW,PTR_DOWN,0,3,680.27,1331.10,0.62988,0.62936,1.0000,0.0314,-1
99517172,TOUCH_RAW,PTR_DOWN,1,3,723.25,1026.04,0.66968,0.48512,1.0000,0.0176,-1
99517172,TOUCH_RAW,PTR_DOWN,2,3,452.46,987.76,0.41895,0.46703,1.0000,0.0137,-1
99517172,TOUCH_RAW,PTR_DOWN,0,4,680.27,1331.10,0.62988,0.62936,1.0000,0.0314,-1
99517172,TOUCH_RAW,PTR_DOWN,1,4,723.25,1026.04,0.66968,0.48512,1.0000,0.0176,-1
99517172,TOUCH_RAW,PTR_DOWN,2,4,452.46,987.76,0.41895,0.46703,1.0000,0.0137,-1
99517172,TOUCH_RAW,PTR_DOWN,3,4,216.21,1038.03,0.20020,0.49080,1.0000,0.0176,-1
99517204,TOUCH_RAW,MOVE,0,4,680.77,1326.76,0.63034,0.62731,1.0000,0.0314,-1
99517204,TOUCH_RAW,MOVE,1,4,724.54,1023.90,0.67087,0.48411,1.0000,0.0176,-1
99517204,TOUCH_RAW,MOVE,2,4,453.48,986.69,0.41989,0.46652,1.0000,0.0137,-1
99517204,TOUCH_RAW,MOVE,3,4,218.71,1036.97,0.20251,0.49029,1.0000,0.0176,-1
99517216,MIDI_COMMIT,4,2,3
99517217,MIDI_TX,NOTE_ON,2,64,1
99517217,MIDI_TX,NOTE_ON,3,68,1
99517217,MIDI_TX,NOTE_ON,4,71,1
99517226,TOUCH_RAW,MOVE,0,4,681.72,1322.53,0.63123,0.62531,1.0000,0.0353,-1
99517226,TOUCH_RAW,MOVE,1,4,725.63,1020.04,0.67188,0.48229,1.0000,0.0176,-1
99517226,TOUCH_RAW,MOVE,2,4,453.65,983.76,0.42004,0.46513,1.0000,0.0176,-1
99517226,TOUCH_RAW,MOVE,3,4,219.38,1035.46,0.20313,0.48958,1.0000,0.0176,-1
99517244,MIDI_COMMIT,7,2,3
99517244,MIDI_TX,NOTE_OFF,2,64,0
99517244,MIDI_TX,NOTE_ON,2,61,1
99517244,MIDI_TX,NOTE_OFF,3,68,0
99517244,MIDI_TX,NOTE_ON,3,65,1
99517244,MIDI_TX,NOTE_OFF,4,71,0
99517244,MIDI_TX,NOTE_ON,4,68,1
99517243,TOUCH_RAW,MOVE,0,4,681.86,1321.11,0.63135,0.62464,1.0000,0.0353,-1
99517243,TOUCH_RAW,MOVE,1,4,725.49,1016.61,0.67175,0.48067,1.0000,0.0157,-1
99517243,TOUCH_RAW,MOVE,2,4,453.12,981.47,0.41956,0.46405,1.0000,0.0176,-1
99517243,TOUCH_RAW,MOVE,3,4,218.98,1034.32,0.20276,0.48904,1.0000,0.0176,-1
99517260,TOUCH_RAW,MOVE,0,4,681.86,1320.82,0.63135,0.62450,1.0000,0.0314,-1
99517260,TOUCH_RAW,MOVE,1,4,723.91,1011.47,0.67029,0.47824,1.0000,0.0157,-1
99517260,TOUCH_RAW,MOVE,2,4,451.93,978.90,0.41846,0.46284,1.0000,0.0176,-1
99517260,TOUCH_RAW,MOVE,3,4,218.45,1033.18,0.20227,0.48850,1.0000,0.0176,-1
99517277,TOUCH_RAW,MOVE,0,4,681.86,1321.96,0.63135,0.62504,1.0000,0.0373,-1
99517277,TOUCH_RAW,MOVE,1,4,718.24,998.90,0.66504,0.47229,1.0000,0.0157,-1
99517277,TOUCH_RAW,MOVE,2,4,450.62,976.05,0.41724,0.46149,1.0000,0.0176,-1
99517277,TOUCH_RAW,MOVE,3,4,217.40,1031.46,0.20129,0.48769,1.0000,0.0176,-1
99517294,MIDI_COMMIT,7,2,4
99517294,MIDI_TX,NOTE_ON,5,72,1
99517294,TOUCH_RAW,MOVE,0,4,682.51,1326.53,0.63196,0.62720,1.0000,0.0412,-1
99517294,TOUCH_RAW,MOVE,1,4,711.91,980.33,0.65918,0.46351,1.0000,0.0235,-1
99517294,TOUCH_RAW,MOVE,2,4,446.53,967.76,0.41345,0.45757,1.0000,0.0137,-1
99517294,TOUCH_RAW,MOVE,3,4,215.55,1027.75,0.19958,0.48593,1.0000,0.0176,-1
99517311,MIDI_COMMIT,8,2,4
99517311,MIDI_TX,NOTE_OFF,2,61,0
99517311,MIDI_TX,NOTE_ON,2,68,1
99517311,MIDI_TX,NOTE_OFF,3,65,0
99517311,MIDI_TX,NOTE_ON,3,72,1
99517311,MIDI_TX,NOTE_OFF,4,68,0
99517311,MIDI_TX,NOTE_ON,4,75,1
99517311,MIDI_TX,NOTE_OFF,5,72,0
99517311,MIDI_TX,NOTE_ON,5,79,1
